# Smoke=2: Total hesitation points = 347
X,Y,Z
-142.500000,-1.620000,1.000000
51.200000,-2.620000,-1.780000
-42.500000,-1.620000,1.000000
-42.500000,-1.620000,1.000000
-43.080000,-1.570000,-1.960000
-218.450000,-2.630000,-1.530000
-42.500000,-1.620000,1.000000
-42.500000,-1.620000,1.000000
-98.890000,-1.570000,-2.840000
-157.370000,-1.570000,-2.350000
